ISIN;null
Начальная дата;22.03.2023
Конечная дата;21.03.2033

ISIN;Полное наименование ЦБ;Объем эмиссии (млн);Дата;Номинал;Валюта номинала;Непогашенный номинал;Ставка купона,  % годовых;Размер выплаты;Размер выплаты, руб.*
RU000A0JXR68;ПАО НК Роснефть 001P-05;15000;11.05.2023;1000;RUB;1000;8,6;21,44;21,44
RU000A0JXR43;Республика Саха (Якутия) об.09;5000;11.05.2023;1000;RUB;450;8,59;9,64;9,64
RU000A0JWGV2;Почта России (АО) БО-02;5000;11.05.2023;1000;RUB;1000;11,5;57,34;57,34
RU000A0JUG98;Международный инвест. банк 04;5000;11.05.2023;1000;RUB;1000;0,01;0,05;0,05
RU000A0JU872;ПАО ОТКРЫТИЕ ФК Банк 9;5000;11.05.2023;1000;RUB;1000;1;5,04;5,04
XS1601094755;CBOM Finance PLC 8.875 UNDT;540;10.05.2023;1000;USD;1000;11,352;28,38;2192,13
RU000A105TS5;ЕвроТранс БО-001Р-02;3000;10.05.2023;1000;RUB;1000;13,4;11,01;11,01
RU000A105TR7;АРЕНЗА-ПРО 001P-01;300;10.05.2023;1000;RUB;1000;14,5;11,92;11,92
RU000A105658;МСБ-Лизинг 002P-06;200;10.05.2023;1000;RUB;1000;14,5;11,26;11,26
RU000A1052T1;Каршеринг Руссия 001P-01;659,808;10.05.2023;1000;RUB;1000;13;32,41;32,41
RU000A104T04;Мобильные ТелеСистемы 001P-19;10000;10.05.2023;1000;RUB;1000;11,69;29,14;29,14
RU000A103HT3;МВ ФИНАНС 001Р-02;9000;10.05.2023;1000;RUB;1000;8,1;20,19;20,19
RU000A103406;МФК Мани Мен 02;500;10.05.2023;1000;RUB;1000;12,5;10,27;10,27
RU000A103372;АФК Система БО 001P-20;10000;10.05.2023;1000;RUB;1000;8,2;40,89;40,89
RU000A1029F8;Лизинг-Трейд 001P-02;500;10.05.2023;1000;RUB;1000;10,8;8,88;8,88
RU000A100QA0;ГК Самолет БО-П06;500;10.05.2023;1000;RUB;1000;9,5;23,68;23,68
RU000A0ZZ1F6;КарМани БО-1-2;300;10.05.2023;1000;RUB;1000;20;16,99;16,99
RU000A0ZYFS2;ТрансФин-М ПАО 001P-05;150,102;10.05.2023;1000;RUB;1000;9,5;47,37;47,37
XS2360292556;BCS SP Plc Series 193;10;09.05.2023;1250;USD;1250;;;
RU000A105EP3;Группа Продовольствие 001P-02;170;09.05.2023;1000;RUB;1000;16;13,15;13,15
RU000A105DS9;АПРИ ФП БО-002Р-01;500;09.05.2023;1000;RUB;1000;24;59,84;59,84
RU000A105DR1;ФСК Россети БО-07;15000;09.05.2023;1000;RUB;1000;9,7;24,18;24,18
RU000A105DN0;ФСК Россети БО-06;10000;09.05.2023;1000;RUB;1000;9,7;24,18;24,18
RU000A105DL4;Новые технологии БO-01;800;09.05.2023;1000;RUB;1000;13,5;67,32;67,32
RU000A1057Q6;Банк ВТБ (ПАО) Б-1-315;500,33;09.05.2023;1000;RUB;1000;0,01;0,02;0,02
RU000A104DZ7;Сибнефтехимтрейд БО-02;350;09.05.2023;1000;RUB;1000;;;
RU000A103PS8;МФК Мани Мен 03;2000;09.05.2023;1000;RUB;1000;12,25;10,07;10,07
RU000A1039F7;РЕСО-Лизинг ООО БО-П-14;300;09.05.2023;1000;RUB;1000;7,5;6,16;6,16
RU000A1033X3;Транс-Миссия БО-П02;60;09.05.2023;1000;RUB;1000;13;10,68;10,68
RU000A102QY6;ТФН 01;1000;09.05.2023;1000;RUB;700;12;20,94;20,94
RU000A102QX8;ЛайфСтрим БО-П01;300;09.05.2023;1000;RUB;1000;10;24,93;24,93
RU000A102NK2;ОР ООО 001P-04;1500;09.05.2023;1000;RUB;1000;11;9,04;9,04
RU000A102L95;Газпром нефть БО 003Р-04R;20000;09.05.2023;1000;RUB;1000;8;19,95;19,95
RU000A1027M8;Банк ВТБ (ПАО) Б-1-143;73,484;09.05.2023;1000;RUB;1000;0,01;0,05;0,05
RU000A1020L5;Самарская область 35015;5000;09.05.2023;1000;RUB;700;5,8;10,12;10,12
RU000A1013N6;Пионер-Лизинг БО-П03;400;09.05.2023;1000;RUB;1000;13,5;11,1;11,1
RU000A101137;Газпром нефть БО 003Р-01R;25000;09.05.2023;1000;RUB;1000;6,85;17,08;17,08
RU000A100Q50;ГК Самолет БО-П05;280;09.05.2023;1000;RUB;1000;12;29,92;29,92
RU000A0ZYSE5;ФИНКОНСАЛТ БО-П02;14000;09.05.2023;1000;RUB;1000;8,32;20,74;20,74
RU000A0ZYFN3;ДОМ.РФ (АО) БО-10;10000;09.05.2023;1000;RUB;1000;8,2;20,44;20,44
RU000A0ZYFM5;ДОМ.РФ (АО) БО-08;5000;09.05.2023;1000;RUB;1000;8,05;20,07;20,07
XS2325702459;BCS SP Plc Series 158;10;08.05.2023;1250;USD;1250;;;
XS2307564653;BCS SP Plc Series 150;10;08.05.2023;1250;USD;1250;;;
RU000A102QQ2;Совкомбанк Лизинг БО-П04;2000;08.05.2023;1000;RUB;700;6,2;10,82;10,82
RU000A101YD6;ЛЕГЕНДА БО 001P-03;1200;08.05.2023;1000;RUB;1000;13,5;33,66;33,66
RU000A1010M4;РЖД ОАО БО 001Р-17R;15000;08.05.2023;1000;RUB;1000;6,75;33,66;33,66
RU000A1010D3;Республика Саха (Якутия) об.13;5000;08.05.2023;1000;RUB;800;6,95;13,86;13,86
RU000A100PP0;Белгородская область 34012 обл;2000;08.05.2023;1000;RUB;500;7,8;9,72;9,72
RU000A0JVY04;РЖД ОАО 36 обл.;15200;08.05.2023;1000;RUB;1000;9,39;46,82;46,82
RU000A0JUA45;Корпорация "ИРКУТ" ПАО БО-04;5000;08.05.2023;1000;RUB;1000;9;44,88;44,88
XS2075963293;Eurasia Capital S.A. UNDT;200;07.05.2023;1000;USD;1000;8,8;22;1699,33
RU000A1047Z8;ОР ООО 002P-03;100;07.05.2023;1000;RUB;1000;16;13,15;13,15
RU000A103VD8;МСБ-Лизинг 002P-05;96,142;07.05.2023;1000;RUB;1000;12,25;10,07;10,07
RU000A102V51;Нафтатранс плюс ООО БО-03;500;07.05.2023;1000;RUB;1000;12;9,86;9,86
RU000A1018T2;ДОМ.РФ Ипотечный агент 13-002P;96608,082;07.05.2023;1000;RUB;331,39;;;
RU000A0JU9K4;Ситиматик АО обл.01;2800;07.05.2023;1000;RUB;1000;8,75;350,24;350,24
XS2159874002;LUKOIL Securities B.V.06/05/30;1500;06.05.2023;1000;USD;1000;3,875;19,375;1496,57
XS2113968148;SovCom Capital perpetual;300;06.05.2023;1000;USD;1000;7,75;19,375;1496,57
RU000A105WZ4;Лизинг-Трейд 001P-07;150;06.05.2023;1000;RUB;1000;14,5;11,92;11,92
RU000A1059Q2;ПАО "ЛУКОЙЛ" ЗО-30;287,279;06.05.2023;1000;USD;1000;3,875;19,38;1496,95
RU000A104UX6;Банк ВТБ (ПАО) Б-1-131;3146,046;06.05.2023;1000;RUB;1000;10;8,22;8,22
RU000A1040H1;ОР ООО 002P-02;123,082;06.05.2023;1000;RUB;1000;13,5;11,1;11,1
RU000A102CZ3;Онлайн Микрофинанс 03;700;06.05.2023;1000;RUB;1000;12,5;10,27;10,27
RU000A101XB2;СпецИнвестЛизинг 001P-02;250;06.05.2023;1000;RUB;167;9,5;0,65;0,65
RU000A100DC4;МСБ-Лизинг 002Р-02;200;06.05.2023;1000;RUB;291,78;12,75;2,84;2,84
RU000A105SP3;ГК Сегежа 003P-02R;6000;05.05.2023;1000;RUB;1000;10,6;26,43;26,43
RU000A1051U1;МТС-Банк ПАО 001P-02;7000;05.05.2023;1000;RUB;1000;9,55;23,81;23,81
RU000A1051T3;Мобильные ТелеСистемы 001P-22;20000;05.05.2023;1000;RUB;1000;8,3;20,69;20,69
RU000A104SY8;РЖД БО 001Р-25R;15000;05.05.2023;1000;RUB;1000;11,87;59,19;59,19
RU000A104SX0;РЖД БО 001Р-24R;10000;05.05.2023;1000;RUB;1000;11,87;59,19;59,19
RU000A104SU6;Мобильные ТелеСистемы 001P-20;10000;05.05.2023;1000;RUB;1000;11,75;29,29;29,29
RU000A103UY6;Калита 001Р-03;150;05.05.2023;1000;RUB;1000;13;10,68;10,68
RU000A103DY2;БЭЛТИ-ГРАНД ООО БО-П04;250;05.05.2023;1000;RUB;1000;12,25;10,07;10,07
RU000A1031Z2;ВЭБ.РФ ПБО-001Р-29;20000;05.05.2023;1000;RUB;1000;7,97;39,74;39,74
RU000A102BK7;"О'КЕЙ" ООО БО 001Р-04;5000;05.05.2023;1000;RUB;1000;7,5;18,7;18,7
RU000A1024R4;Донской ломбард 001P;150;05.05.2023;1000;RUB;500,2;13;4,45;4,45
RU000A1021B4;ОР ООО 001P-03;500;05.05.2023;1000;RUB;1000;11,5;9,45;9,45
RU000A1010B7;Транснефть ПАО БО-001P-13;15000;05.05.2023;1000;RUB;1000;6,85;34,16;34,16
RU000A100YD8;Нафтатранс плюс ООО БО-02;250;05.05.2023;10000;RUB;5998;;;
RU000A1003A4;ГТЛК БО 001P-13;10000;05.05.2023;1000;RUB;1000;9,57;23,86;23,86
RU000A0JWYQ5;АФК "Система" ПАО БО 001P-04;6500;05.05.2023;1000;RUB;1000;6,35;31,66;31,66
RU000A0JWYJ0;Группа компаний "Самолет" 01;1500;05.05.2023;1000;RUB;1000;12,5;31,16;31,16
RU000A0JVXZ0;АФК "Система" ПАО БО 001P-02;1700;05.05.2023;1000;RUB;1000;7,5;37,4;37,4
AMUNIBB2DER6;UNIBANK OJSC Series 1 21;3,348;05.05.2023;100;USD;100;5,3;1,325;102,35
XS2330272944;UzAuto Motors JSC 04/05/26;300;04.05.2023;1000;USD;1000;4,85;24,25;1873,12
RU000A105SZ2;СибАвтоТранс 001Р-01;200;04.05.2023;1000;RUB;1000;18;44,88;44,88
RU000A105SX7;АБЗ-1 001P-03;1500;04.05.2023;1000;RUB;1000;14,25;35,53;35,53
RU000A104479;Открытие Брокер СО-05;200;04.05.2023;1000;RUB;1000;16;36,82;36,82
RU000A103H25;НПО ХимТэк 001P-01;150;04.05.2023;1000;RUB;1000;13;32,41;32,41
RU000A102028;ЭНЕРГОНИКА 001Р-01;50;04.05.2023;1000;RUB;1000;18;44,88;44,88
RU000A101WQ2;Россельхозбанк АО БО-03R-Р;3527,507;04.05.2023;1000;RUB;1000;5,25;4,46;4,46
RU000A101MY7;Банк ВТБ (ПАО) Б-1-67;374,193;04.05.2023;1000;RUB;1000;0,01;0,05;0,05
RU000A101MW1;Банк ВТБ (ПАО) Б-1-66;335,659;04.05.2023;1000;RUB;1000;0,01;0,05;0,05
RU000A101MT7;Детский мир ПАО БО-06;3000;04.05.2023;1000;RUB;1000;7;34,9;34,9
RU000A100D89;Республика Беларусь 07;10000;04.05.2023;1000;RUB;1000;8,5;42,38;42,38
RU000A0ZZ8A2;ПЮДМ ООО БО-П01;116,4;04.05.2023;50000;RUB;50000;20;821,92;821,92
RU000A0ZYFB8;Красноярский край  обл.14;7800;04.05.2023;1000;RUB;750;7,84;14,66;14,66
RU000A0ZYF61;Ненецкий авт.округ 2017;2000;04.05.2023;1000;RUB;200;7,8;3,89;3,89
RU000A0ZYCZ4;Республика Карелия 35018;2000;04.05.2023;1000;RUB;400;8;7,98;7,98
RU000A0JXE06;ГосТранспортЛизингКомп 001P-03;10000;04.05.2023;1000;RUB;1000;11;27,42;27,42
RU000A0JVXS5;РЕСО-Лизинг ООО БО-4;3000;04.05.2023;1000;RUB;1000;11,2;55,85;55,85
RU000A0JV3L4;ПАО ОТКРЫТИЕ ФК Банк БО-4;5000;04.05.2023;1000;RUB;1000;0,1;0,5;0,5
XS2360268762;BCS SP Plc Series 189;600;03.05.2023;100000;RUB;100000;;;
XS1577964965;Rusal Capital DAC 5.3 03/05/23;500;03.05.2023;1000;USD;1000;5,3;26,5;2046,92
RU000A105G16;ОФЗ-ПК 29022 20/07/33;1000000;03.05.2023;1000;RUB;1000;;;
RU000A105CS1;Селигдар 001Р-01;10000;03.05.2023;1000;RUB;1000;10,8;53,85;53,85
RU000A104V00;Пионер-Лизинг БР5;400;03.05.2023;1000;RUB;1000;14,52;11,93;11,93
RU000A103QE6;Банк ВТБ (ПАО) Б-1-240;521,969;03.05.2023;1000;RUB;1000;0,01;0,05;0,05
RU000A103QD8;Банк ВТБ (ПАО) Б-1-239;157,009;03.05.2023;1000;RUB;1000;0,01;0,05;0,05
RU000A103DA2;МигКредит 01К;800;03.05.2023;1000;RUB;640;12,25;6,04;6,04
RU000A1032S5;ЛИТАНА 001P-01;300;03.05.2023;1000;RUB;1000;13;32,41;32,41
RU000A1031Y5;ВЭБ.РФ ПБО-001Р-28;80000;03.05.2023;1000;RUB;1000;7,97;39,74;39,74
RU000A102ZT7;МФК Быстроденьги 02;400;03.05.2023;1000;RUB;1000;12,75;10,48;10,48
RU000A102Y74;Банк ВТБ (ПАО) Б-1-206;456,652;03.05.2023;1000;RUB;1000;0,01;0,05;0,05
RU000A0ZYF38;ДОМ.РФ (АО) БО-07;5000;03.05.2023;1000;RUB;1000;11,1;27,67;27,67
RU000A0ZYF20;ДОМ.РФ (АО) БО-06;5000;03.05.2023;1000;RUB;1000;8,4;20,94;20,94
RU000A0NNEC8;Банк ВТБ (ПАО) Б-1-190;433,294;03.05.2023;1000;RUB;1000;0,01;0,05;0,05
RU000A0JXQQ9;ООО АРАГОН об.;1000;03.05.2023;1000;RUB;1000;23;57,34;57,34
RU000A0JWGD0;ПАО "АНК "Башнефть" БО-08;5000;03.05.2023;1000;RUB;1000;10,9;54,35;54,35
RU000A0JV805;"Россельхозбанк" (АО) БО-08;10000;03.05.2023;1000;RUB;1000;8,4;20,94;20,94
XS1514045886;Lukoil Int Finance 02/11/26;1000;02.05.2023;1000;USD;1000;4,75;23,75;1834,5
RU000A105G99;СФО ВТБ РКС Эталон 01;10000;02.05.2023;1000;RUB;1000;11;9,04;9,04
RU000A105CM4;ХК Новотранс 001P-03;28500;02.05.2023;1000;RUB;1000;11,7;29,17;29,17
RU000A1059N9;ПАО "ЛУКОЙЛ" ЗО-26;315,76;02.05.2023;1000;USD;1000;4,75;23,75;1834,5
RU000A1050X7;НИКА 001Р-01;300;02.05.2023;1000;RUB;1000;18;44,88;44,88
RU000A104RW4;Открытие Брокер СО-06;400,001;02.05.2023;1000;RUB;1000;25;57,53;57,53
RU000A103HG0;АйДи Коллект 01;400;02.05.2023;1000;RUB;1000;12;9,86;9,86
RU000A1032X5;ТЕХНО Лизинг 001P-04;500;02.05.2023;1000;RUB;1000;10,75;8,84;8,84
RU000A102B97;Вита Лайн 001Р-02;500;02.05.2023;1000;RUB;1000;9,75;24,31;24,31
RU000A102B48;ЯТЭК 001Р-01;4000;02.05.2023;1000;RUB;1000;8,5;42,38;42,38
RU000A102AK9;ИТК Оптима 001Р-01;65;02.05.2023;1000;RUB;1000;15;37,4;37,4
RU000A1028H6;Сибнефтехимтрейд БО-01;300;02.05.2023;1000;RUB;1000;13,5;11,1;11,1
RU000A101ZF8;ДиректЛизинг БО 001P-05;100;02.05.2023;1000;RUB;1000;12;29,92;29,92
RU000A101012;АФК Система БО 001P-12;10000;02.05.2023;1000;RUB;1000;7,85;39,14;39,14
RU000A100PB0;ГУП ЖКХ РС (Я) БО-01;3000;02.05.2023;1000;RUB;1000;13,5;33,66;33,66
RU000A0ZYR91;ГТЛК БО 001Р-08;10000;02.05.2023;1000;RUB;1000;11,32;28,22;28,22
RU000A0NH2F0;Банк ВТБ (ПАО) Б-1-129;230,35;02.05.2023;1000;RUB;1000;0,01;0,05;0,05
RU000A0JWY29;Ставропольский край 2016 обл.3;4800;02.05.2023;1000;RUB;250;9,8;6,11;6,11
RU000A0JWXQ7;Хакасия 2016 об.35006;5000;02.05.2023;1000;RUB;400;11,7;11,8;11,8
RU000A0JU2L7;ФСК Россети(ПАО)-обл. сер.27;11000;02.05.2023;1000;RUB;1000;12,94;32,26;32,26
RU000A0JU2K9;ФСК Россети(ПАО)-обл. сер.26;15000;02.05.2023;1000;RUB;1000;12,94;32,26;32,26
XS2353064335;BCS SP Plc Series 182;10;01.05.2023;1250;USD;1250;;;
XS1764143597;BCS SP Plc Series 2018-1;100;01.05.2023;100000;USD;100000;5,1;1260,833;97389,54
RU000A105SK4;ЛК Роделен БО 001Р-04;250;01.05.2023;1000;RUB;1000;14;11,51;11,51
RU000A104XE0;Лизинг-Трейд 001P-04;100;01.05.2023;1000;RUB;1000;19;15,62;15,62
RU000A103YP6;СГ-транс 001P-01;8500;01.05.2023;1000;RUB;1000;9,9;24,68;24,68
RU000A1032P1;ООО «СФО ВТБ РКС-1 »;35000;01.05.2023;1000;RUB;1000;8;6,58;6,58
RU000A102B30;Интерлизинг 001Р-01;1000;01.05.2023;1000;RUB;1000;11,5;28,67;28,67
RU000A101VG5;Банк ВТБ (ПАО) Б-1-97;86,532;01.05.2023;1000;RUB;1000;0,01;0,05;0,05
RU000A0ZZAT8;Пионер-Лизинг БО-П01;100;01.05.2023;1000;RUB;1000;6;4,93;4,93
RU000A0ZZ5J9;Почта России (АО) БО-001P-05;5000;01.05.2023;1000;RUB;1000;7,7;38,39;38,39
RU000A0ZZ5H3;Почта России (АО) БО-001P-04;5000;01.05.2023;1000;RUB;1000;7,7;38,39;38,39
RU000A0JTZF1;ДОМ.РФ (АО) обл. сер.А26;6000;01.05.2023;1000;RUB;1000;8,9;21,7;21,7
XS2325565369;BCS SP Plc Series 159;10;30.04.2023;1250;USD;1250;;;
XS2276567604;BCS SP Plc Series 137;5;30.04.2023;1250;USD;1250;;;
XS2143149834;BCS SP Plc Series 87;10;30.04.2023;1250;USD;1250;;;
XS1760786340;Alfa Bond Issuance perpetual 2;500;30.04.2023;1000;USD;1000;6,95;17,375;1342,08
RU000A105JN7;Глобал Факторинг БО-01-001P;100;30.04.2023;1000;RUB;1000;20;16,44;16,44
RU000A105CL6;СОБИ-ЛИЗИНГ 001Р-01;100;30.04.2023;1000;RUB;970;16;12,36;12,36
RU000A104SJ9;МФК Быстроденьги 03;132,085;30.04.2023;1000;RUB;1000;;;
RU000A102A07;АЛЬФА-БАНК Б2Р8;8000;30.04.2023;1000;RUB;1000;5,9;29,58;29,58
RU000A1025U5;Сбербанк ПАО 001Р-SBER17;40000;30.04.2023;1000;RUB;1000;5,7;28,42;28,42
RU000A0ZYEE5;ГПБ (АО) БО-17;10000;30.04.2023;1000;RUB;1000;8,15;40,42;40,42
RU000A0JWJF9;Ситиматик АО БО-01;1850;30.04.2023;1000;RUB;1450,03;4;234,55;234,55
RU000A0JVWA5;РОСБАНК ПАО обл. БО-19;5000;30.04.2023;1000;RUB;1000;1;4,99;4,99
RU000A0JULC6;РОСБАНК ПАО обл.БСО-15;3000;30.04.2023;1000;RUB;1000;0,01;0,02;0,02
RU000A0JULA0;РОСБАНК ПАО обл.БСО-14;3000;30.04.2023;1000;RUB;1000;0,02;0,05;0,05
RU000A0JUL91;РОСБАНК ПАО обл.БСО-13;2000;30.04.2023;1000;RUB;1000;0,03;0,07;0,07
RU000A0JUL67;РОСБАНК ПАО обл.БСО-12;2000;30.04.2023;1000;RUB;1000;0,04;0,1;0,1
RU000A105CF8;Нафтатранс плюс ООО БО-04;100;29.04.2023;1000;RUB;1000;19;15,62;15,62
RU000A103CW8;МФК Займер - 02;500;29.04.2023;1000;RUB;1000;12,75;10,48;10,48
RU000A102GC3;БЭЛТИ-ГРАНД ООО БО-П03;200;29.04.2023;1000;RUB;760;12;7,5;7,5
RU000A100TT4;БЭЛТИ-ГРАНД ООО БО-П02;300;29.04.2023;1000;RUB;538;12,5;4,74;4,74
XS2069992258;MMC Finance DAC 28/10/24;750;28.04.2023;1000;USD;1000;3,375;16,88;1303,85
RU000A105NZ3;ДОМ.РФ Ипотечный агент БО 1P32;6128,78;28.04.2023;1000;RUB;976,82;8,2;6,73;6,73
RU000A105NP4;ДОМ.РФ Ипотечный агент БО 1P30;4465,49;28.04.2023;1000;RUB;1000;9,46;32,92;32,92
RU000A105NN9;ДОМ.РФ Ипотечный агент БО 1P29;54789,504;28.04.2023;1000;RUB;968,66;9,2;7,45;7,45
RU000A105LN3;ДОМ.РФ Ипотечный агент БО 1P27;20597,323;28.04.2023;1000;RUB;956,12;7,4;5,92;5,92
RU000A105JF3;ДОМ.РФ Ипотечный агент БО 1P26;5477,816;28.04.2023;1000;RUB;976,65;;;
RU000A105H23;ДОМ.РФ Ипотечный агент БО 1P25;5527,918;28.04.2023;1000;RUB;937,9;9,35;;
RU000A105A95;Газпром капитал ООО ЗО34-1-Д;539,893;28.04.2023;1000;USD;1000;8,625;43,13;3331,46
RU000A1058R2;ДОМ.РФ Ипотечный агент БО 1P22;6638,733;28.04.2023;1000;RUB;951,14;8,1;6,47;6,47
RU000A105898;ДОМ.РФ Ипотечный агент БО 1P21;2317,051;28.04.2023;1000;RUB;929,7;8,2;18,8;18,8
RU000A105575;МФК ВЭББАНКИР 03;100;28.04.2023;1000;RUB;1000;18;14,79;14,79
RU000A104X32;ДОМ.РФ Ипотечный агент БО 1P19;6704,238;28.04.2023;1000;RUB;917,85;8,15;6,27;6,27
RU000A104UV0;ДОМ.РФ Ипотечный агент БО 1P18;6183,696;28.04.2023;1000;RUB;907,81;7,9;6,01;6,01
RU000A104B79;ДОМ.РФ Ипотечный агент БО 1P16;207605,03;28.04.2023;1000;RUB;800,43;7,65;5,12;5,12
RU000A104AM1;ДОМ.РФ Ипотечный агент БО 1P17;31410,336;28.04.2023;1000;RUB;810,47;6,8;4,61;4,61
RU000A1041Q0;ДОМ.РФ Ипотечный агент БО 1P13;5353,129;28.04.2023;1000;RUB;790,79;8,15;5,39;5,39
RU000A103YG5;ДОМ.РФ Ипотечный агент БО 1P11;48293,483;28.04.2023;1000;RUB;812,82;6,8;13,63;13,63
RU000A103W42;ДОМ.РФ Ипотечный агент БО 1P10;3087,641;28.04.2023;1000;RUB;806,18;7;13,91;13,91
RU000A1037E4;СпецИнвестЛизинг 001P-03;250;28.04.2023;1000;RUB;562,5;10;4,62;4,62
RU000A1032D7;Маныч-Агро 01;300;28.04.2023;1000;RUB;1000;12;29,92;29,92
RU000A1031K4;ДОМ.РФ Ипотечный агент БО 1P8;4742,319;28.04.2023;1000;RUB;650,85;6,95;11,15;11,15
RU000A102ME7;ИА Титан-3 03;228,923;28.04.2023;1000;RUB;1000;;;
RU000A102MC1;ИА Титан-3 02;323,614;28.04.2023;1000;RUB;1000;;;
RU000A102MB3;ИА Титан-3 01;2275;28.04.2023;1000;RUB;350,92;7,45;6,45;6,45
RU000A102GV3;ДОМ.РФ Ипотечный агент БО 1P1;5825,188;28.04.2023;1000;RUB;576,26;6,05;8,6;8,6
RU000A1020K7;ПЮДМ ООО БО-П02;120;28.04.2023;10000;RUB;10000;15;123,29;123,29
RU000A101Z66;Балтийский лизинг ООО БО-П03;5000;28.04.2023;1000;RUB;750;7,15;13,37;13,37
RU000A101X01;ДОМ.РФ Ипотечный агент 16-002P;1035,6;28.04.2023;1000;RUB;477,08;;;
RU000A101JD7;ДОМ.РФ Ипотечный агент 05-001P;7207,044;28.04.2023;1000;RUB;397,69;6,5;6,37;6,37
RU000A101D54;ГТЛК-1520 П01-БО-02;35600;28.04.2023;1000;RUB;700;8,8;15,36;15,36
RU000A1016B4;ДОМ.РФ Ипотечный агент 12-002P;24085,632;28.04.2023;1000;RUB;413,58;;;
RU000A100ZB9;ДОМ.РФ Ипотечный агент 10-002P;95652,798;28.04.2023;1000;RUB;329,88;;;
RU000A100YY4;ДОМ.РФ Ипотечный агент 11-002P;4923,727;28.04.2023;1000;RUB;355,32;7,1;6,22;6,22
RU000A100TL1;Кузина БО-П01;54,9;28.04.2023;10000;RUB;1840;15;18,49;18,49
RU000A1007Q1;АВАНГАРД АКБ ПАО БО-001P-02;3000;28.04.2023;1000;RUB;1000;0,01;0,01;0,01
RU000A0ZZRY2;РЖД ОАО БО 001Р-09R;10000;28.04.2023;1000;RUB;1000;10,24;51,06;51,06
RU000A0ZZCH9;ДОМ.РФ Ипотечный агент 05-002P;6187,764;28.04.2023;1000;RUB;236,26;8;4,66;4,66
RU000A0ZYLX0;ДОМ РФ ИА 03;1957,905;28.04.2023;1000;RUB;123,56;;;
RU000A0ZYL89;ДОМ РФ ИА 04;7557,011;28.04.2023;1000;RUB;88,96;;;
RU000A0ZYJT2;ДОМ РФ ИА 002P;48197,806;28.04.2023;1000;RUB;95,68;11,5;2,71;2,71
XS2393505008;MMC Finance DAC 2.8 27/10/26;500;27.04.2023;1000;USD;1000;2,8;14;1081,39
RU000A105C44;МКПАО ОК РУСАЛ БО-001Р-01;6000;27.04.2023;1000;CNY;1000;3,75;18,7;209,55
RU000A105C28;ГруппаЧеркизово БО-001Р-05;10000;27.04.2023;1000;RUB;1000;9,95;24,81;24,81
RU000A105BW5;АО СПМК БО-01;200;27.04.2023;1000;RUB;1000;18;44,88;44,88
RU000A105BC7;Открытие Брокер СО-08;451,566;27.04.2023;1000;RUB;1000;21;48,33;48,33
RU000A1058U6;МФК КарМани 02;274,622;27.04.2023;1000;RUB;1000;19;14,05;14,05
RU000A104ZV9;РГ Лизинг 1P3;1000;27.04.2023;1000;RUB;1000;10,5;26,18;26,18
RU000A104ZU1;АО им. Т.Г. Шевченко 001P-04;250;27.04.2023;1000;RUB;1000;17;42,38;42,38
RU000A104ZQ9;Банк ВТБ (ПАО) Б-1-311;4399,843;27.04.2023;1000;RUB;1000;7,5;6,37;6,37
RU000A104FX7;ООО "А Девелопмент" 01;300,145;27.04.2023;1000;RUB;1000;13,85;34,53;34,53
RU000A103TS0;ТЕХНО Лизинг 001P-05;423,874;27.04.2023;1000;RUB;1000;11,5;9,45;9,45
RU000A103G83;ТД Синтеком БО-01;100;27.04.2023;1000;RUB;1000;13;32,41;32,41
RU000A102AJ1;Промсвязьбанк 003P-03;15000;27.04.2023;1000;RUB;1000;6,1;30,42;30,42
RU000A102AB8;Завод КЭС 001P-02;200;27.04.2023;1000;RUB;800;14;27,92;27,92
RU000A1029V5;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П20;800;27.04.2023;1000;RUB;1000;0,01;0,05;0,05
RU000A101Z17;Свердловская область 35008;12000;27.04.2023;1000;RUB;1000;6,1;15,21;15,21
RU000A101MG4;Российские сети ПАО БО-001Р-02;10000;27.04.2023;1000;RUB;1000;6,5;16,21;16,21
RU000A101CL5;ФСК Россети ПАО БО 001P-04R;10000;27.04.2023;1000;RUB;1000;6,75;16,83;16,83
RU000A100ZL8;Группа ЛСР ПАО БО 001Р-05;6000;27.04.2023;1000;RUB;800;8,4;16,75;16,75
RU000A100ZK0;Мобильные ТелеСистемы 001P-12;15000;27.04.2023;1000;RUB;1000;6,85;17,08;17,08
RU000A100LE3;Ламбумиз БО-П01;120;27.04.2023;10000;RUB;10000;9,5;78,08;78,08
RU000A0JXQK2;ПАО НК Роснефть 001P-04;40000;27.04.2023;1000;RUB;1000;8,65;43,13;43,13
XS2401571521;Lukoil Capital DAC 26/10/31;1150;26.04.2023;1000;USD;1000;3,6;18;1390,36
XS2401571448;Lukoil Capital DAC 26/04/27;1150;26.04.2023;1000;USD;1000;2,8;14;1081,39
XS2333280571;Alfa Bond Issuance 26/10/31;350;26.04.2023;1000;USD;1000;5,5;27,5;2124,16
XS1900962892;BCS SP Plc Series 2018-16;30;26.04.2023;50000;USD;50000;6;1495,89;115545,87
XS1400710726;VEON Holdings B.V. 26/04/23;700;26.04.2023;1000;USD;1000;7,25;36,25;2800,03
RU000A102A49;ОФЗ-ПК 29019 18/07/2029;450000;26.04.2023;1000;RUB;1000;;;
RU000A1025A7;ОФЗ-ПК 29015 18/10/2028;450000;26.04.2023;1000;RUB;1000;;;
